r,obs,theo,lo,hi
0,0,0,0,0
13.0077357421832,0.0030683030949839912,0.00298622156699202,0.001200640341515475,0.005202774813233725
26.0154714843664,0.010672358591248666,0.011891487591716321,0.008404482390608325,0.01574172892209178
39.0232072265496,0.024146211312700106,0.026557190313918677,0.018810032017075772,0.0336179295624333
52.0309429687328,0.041255006675567425,0.046724211688966344,0.032977303070761015,0.05861148197596796
65.038678710916,0.0628510296870821,0.07204053822079326,0.04974592136935009,0.08999732548809843
78.0464144530992,0.09325480297293508,0.10207147916904835,0.07530500631047539,0.1297153274435563
91.0541501952824,0.12505384063173008,0.13631207378202226,0.09820531227566404,0.1722900215362527
104.0618859374656,0.15709362435381966,0.1742011930725924,0.12736932797242964,0.21883974727168293
117.0696216796488,0.1899971256108077,0.21513678679046333,0.15722908881862604,0.26746191434320205
130.077357421832,0.23119651703948357,0.2584916987917082,0.19021167992793875,0.3241255066806786
143.0850931640152,0.26921912832929784,0.30362947444203015,0.2245762711864407,0.37832929782082325
156.0928289061984,0.29862267292265776,0.34991961085200074,0.258816406841229,0.4318147419403663
169.1005646483816,0.3365891472868217,0.3967517519730054,0.295968992248062,0.48387596899224805
182.1083003905648,0.3779552715654952,0.4435484019657786,0.3295527156549521,0.5432907348242811
195.116036132748,0.4087859424920128,0.48977581692879535,0.3661341853035144,0.5988817891373802
208.1237718749312,0.4435708435708436,0.534952831597874,0.4022932022932023,0.654054054054054
221.1315076171144,0.4703473132372215,0.5786574783542879,0.4362712975098296,0.6975753604193972
234.1392433592976,0.5043008939112835,0.620531355324756,0.4690504300893911,0.7466689155000843
247.1469791014808,0.52985716744106,0.6602817935372021,0.5036998795388057,0.7910858716227843
260.154714843664,0.5479285838100191,0.6976819557929708,0.5390882301958745,0.8228462471832206
273.1624505858472,0.5649384428645743,0.7325690688756232,0.569620253164557,0.8541702791746142
286.1701863280304,0.5935635508949557,0.7648410437636908,0.6024227083709999,0.8873621406617248
299.17792207021364,0.6108564093159728,0.7944517745846521,0.631212176783422,0.911608289015221
312.1856578123968,0.6235141158989599,0.8214054261373498,0.6654903417533432,0.9349925705794948
325.19339355458,0.6400301545420279,0.8457500228667841,0.6916698077647946,0.9513758009800226
338.2011292967632,0.6569511025886865,0.8675706409300874,0.7196548418024928,0.9652924256951103
351.20886503894644,0.6723865877712032,0.8869824817635888,0.7469428007889546,0.97534516765286
364.2166007811296,0.6808172981551279,0.9041240730396662,0.7754413806784368,0.9843285062487601
377.2243365233128,0.6925229908036785,0.91915080394201365,0.7986805277888844,0.9898040783686526
390.232072265496,0.7096907216494845,0.9322289591099874,0.8154639175257732,0.9931958762886598
403.23980800767924,0.720881427072403,0.9435303720292344,0.8331584470094439,0.9960125918153201
416.2475437498624,0.7257758074730842,0.9532277763711706,0.8452607135317711,0.9983111674055309
429.2552794920456,0.7393088552915766,0.9614908946850327,0.8596112311015118,0.9991360691144708
442.2630152342288,0.7518264334735444,0.968483269334435,0.8727031215408457,0.9997786141244188
455.27075097641205,0.761340782122905,0.9743598115805852,0.8820111731843575,1
468.2784867185952,0.7684331797235023,0.9792650217274138,0.8937788018433179,1
481.2862224607784,0.7758180552332328,0.9833318163344787,0.9027616616384312,1
494.2939582029616,0.7880873279544376,0.9866808874060609,0.9105363075462743,1
507.30169394514485,0.7934226552984166,0.9894205126498705,0.9181485992691839,1
520.309429687328,0.7993599212210734,0.9916467346524006,0.9261447562776958,1
533.3171654295112,0.8052592408831556,0.9934438293184913,0.9322748697593649,1
546.3249011716944,0.8153885876581461,0.9948849893095438,0.9388071262587142,1
559.33263691387765,0.8214849921011058,0.9960331556464525,0.9444444444444444,1
572.3403726560608,0.825923942153187,0.9969419393423142,0.9496518478843063,1
585.348108398244,0.8316479912544411,0.9976565842149464,0.9538125170811698,1
598.3558441404273,0.8398665554628857,0.9982149313339115,0.9563525159855435,1
611.3635798826105,0.8461978273299028,0.9986483544377669,0.9599771297884505,1
624.3713156247936,0.8501020705745115,0.998982643792493,0.9658792650918635,1
637.3790513669768,0.8556701030927835,0.9992388231417546,0.9684830633284242,1
650.38678710916,0.864963503649635,0.9994338905125627,0.9720194647201946,1
663.3945228513433,0.870997824059683,0.9995814786564854,0.9757538078955549,1
676.4022585935264,0.8753541076487252,0.9996924348610846,0.9785961598992761,1
689.4099943357096,0.8827541409548555,0.9997753228393546,0.9834361805781098,1
702.4177300778929,0.8901389808074123,0.9998368515074425,0.985109199205824,1
715.425465820076,0.8978275627970129,0.9998822368200736,0.9867617107942973,1
728.4332015622592,0.9033613445378151,0.9999155035810393,0.9891456582633054,1
741.4409373044424,0.9066619166369789,0.9999397344113256,0.9918061987887424,1
754.4486730466256,0.9142441860465116,0.9999572729584468,0.9934593023255814,1
767.4564087888089,0.9194277108433735,0.9999698880719999,0.9954819277108434,1
780.464144530992,0.9228998849252014,0.9999789051411418,0.9961641733793632,1
793.4718802731752,0.92601246105919,0.9999853101620504,0.9968847352024922,1
806.4796160153585,0.9333062220414803,0.9999898314341304,0.9983733224888166,1
819.4873517575417,0.9386401326699834,0.9999930031151298,0.9995854063018242,1
