distance_km,observed,lower,upper
9.15,3.4573350624832346,-0.2753016337313693,0.2753016337313693
9.2,3.482826454505692,-0.2753016337313693,0.2753016337313693
9.25,3.4998953075597528,-0.2753016337313693,0.2753016337313693
9.3,3.5301963834816323,-0.2753016337313693,0.2753016337313693
9.35,3.5569606693647366,-0.2753016337313693,0.2753016337313693
9.4,3.5597897115938304,-0.2753016337313693,0.2753016337313693
9.45,3.579669425715216,-0.2753016337313693,0.2753016337313693
9.5,3.60925109863742,-0.2753016337313693,0.2753016337313693
9.55,3.627843155040764,-0.2753016337313693,0.2753016337313693
9.6,3.647613574138375,-0.2753016337313693,0.2753016337313693
9.65,3.666981586566399,-0.2753016337313693,0.2753016337313693
9.7,3.686059699827039,-0.2753016337313693,0.2753016337313693
9.75,3.7053740615540356,-0.2753016337313693,0.2753016337313693
9.8,3.731467638868926,-0.2753016337313693,0.2753016337313693
9.85,3.771929474536002,-0.2753016337313693,0.2753016337313693
9.9,3.7931297096648957,-0.2753016337313693,0.2753016337313693
9.95,3.815067121604725,-0.2753016337313693,0.2753016337313693
10,3.833629941664538,-0.2753016337313693,0.2753016337313693
