file,md5
data/aspatial/Dictionary.xlsx,98a50f082f702ec6fba864413072142c
data/aspatial/Hunan_2012.csv,1dc7e0e66ded6e0c91b62bed3bfd4c5d
data/geospatial/Hunan.dbf,2e558caeb923cc6fbf0f6218a47ef4cf
data/geospatial/Hunan.prj,e729936bf5360b37a15365fc295a1901
data/geospatial/Hunan.qpj,f34dee5ac9bad1bc567ccb2246dc228e
data/geospatial/Hunan.shp,c3c77d36475e0f1f23ada5c7257d315b
data/geospatial/Hunan.shx,2041970bbf57638952e7943fa4a65a37
